timestamp,datetime,fault_type,severity,cell_id,value,threshold,description
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,0,3.4999,2.5000,Group 0 V trending -3604.5 mV/s -> predicted -32.546 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,1,3.4911,2.5000,Group 1 V trending -3659.5 mV/s -> predicted -33.103 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,2,3.4557,2.5000,Group 2 V trending -3974.5 mV/s -> predicted -36.290 V in 10s (ETA 0.2s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,3,3.4852,2.5000,Group 3 V trending -3682.1 mV/s -> predicted -33.335 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,4,3.4766,2.5000,Group 4 V trending -3823.4 mV/s -> predicted -34.758 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,5,3.5172,2.5000,Group 5 V trending -2057.0 mV/s -> predicted -17.053 V in 10s (ETA 0.5s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,6,3.4943,2.5000,Group 6 V trending -3644.6 mV/s -> predicted -32.952 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,7,3.4680,2.5000,Group 7 V trending -3894.0 mV/s -> predicted -35.472 V in 10s (ETA 0.2s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,8,3.4663,2.5000,Group 8 V trending -3868.1 mV/s -> predicted -35.215 V in 10s (ETA 0.2s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,9,3.4799,2.5000,Group 9 V trending -3776.1 mV/s -> predicted -34.281 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,10,3.4874,2.5000,Group 10 V trending -3723.8 mV/s -> predicted -33.750 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,11,3.4451,2.5000,Group 11 V trending -4096.5 mV/s -> predicted -37.520 V in 10s (ETA 0.2s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,12,3.4526,2.5000,Group 12 V trending -4008.1 mV/s -> predicted -36.628 V in 10s (ETA 0.2s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,13,3.5094,2.5000,Group 13 V trending -3487.4 mV/s -> predicted -31.365 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,14,3.4932,2.5000,Group 14 V trending -3643.0 mV/s -> predicted -32.937 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,15,3.4814,2.5000,Group 15 V trending -3746.2 mV/s -> predicted -33.981 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,16,3.4550,2.5000,Group 16 V trending -3993.9 mV/s -> predicted -36.484 V in 10s (ETA 0.2s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,17,3.4960,2.5000,Group 17 V trending -3624.8 mV/s -> predicted -32.752 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,18,3.4942,2.5000,Group 18 V trending -3580.4 mV/s -> predicted -32.309 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,19,3.5171,2.5000,Group 19 V trending -3476.0 mV/s -> predicted -31.242 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,20,3.4941,2.5000,Group 20 V trending -3639.5 mV/s -> predicted -32.901 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,21,3.4929,2.5000,Group 21 V trending -3668.2 mV/s -> predicted -33.190 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,22,3.4832,2.5000,Group 22 V trending -3800.5 mV/s -> predicted -34.521 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,23,3.4816,2.5000,Group 23 V trending -3738.0 mV/s -> predicted -33.899 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,24,3.4953,2.5000,Group 24 V trending -3621.0 mV/s -> predicted -32.715 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,25,3.4692,2.5000,Group 25 V trending -3911.1 mV/s -> predicted -35.641 V in 10s (ETA 0.2s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,26,3.4714,2.5000,Group 26 V trending -3845.7 mV/s -> predicted -34.986 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,27,3.4448,2.5000,Group 27 V trending -4102.0 mV/s -> predicted -37.575 V in 10s (ETA 0.2s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,28,3.4883,2.5000,Group 28 V trending -3669.9 mV/s -> predicted -33.211 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,29,3.4902,2.5000,Group 29 V trending -3687.5 mV/s -> predicted -33.385 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,30,3.5005,2.5000,Group 30 V trending -3560.5 mV/s -> predicted -32.105 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,31,3.5039,2.5000,Group 31 V trending -3585.4 mV/s -> predicted -32.350 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,32,3.4496,2.5000,Group 32 V trending -4044.6 mV/s -> predicted -36.997 V in 10s (ETA 0.2s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,33,3.4877,2.5000,Group 33 V trending -3726.5 mV/s -> predicted -33.777 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,34,3.4989,2.5000,Group 34 V trending -3584.1 mV/s -> predicted -32.342 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,35,3.4317,2.5000,Group 35 V trending -4201.9 mV/s -> predicted -38.587 V in 10s (ETA 0.2s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,36,3.4804,2.5000,Group 36 V trending -3762.1 mV/s -> predicted -34.141 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,37,3.4997,2.5000,Group 37 V trending -3587.6 mV/s -> predicted -32.376 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,38,3.4644,2.5000,Group 38 V trending -3905.6 mV/s -> predicted -35.591 V in 10s (ETA 0.2s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,39,3.4909,2.5000,Group 39 V trending -3651.4 mV/s -> predicted -33.023 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,40,3.4459,2.5000,Group 40 V trending -4050.7 mV/s -> predicted -37.061 V in 10s (ETA 0.2s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,41,3.4666,2.5000,Group 41 V trending -3875.4 mV/s -> predicted -35.287 V in 10s (ETA 0.2s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,42,3.4843,2.5000,Group 42 V trending -3745.8 mV/s -> predicted -33.974 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,43,3.4523,2.5000,Group 43 V trending -3981.6 mV/s -> predicted -36.364 V in 10s (ETA 0.2s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,44,3.5077,2.5000,Group 44 V trending -3496.7 mV/s -> predicted -31.459 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,45,3.4892,2.5000,Group 45 V trending -3625.0 mV/s -> predicted -32.761 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,46,3.4943,2.5000,Group 46 V trending -3686.3 mV/s -> predicted -33.369 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,47,3.4930,2.5000,Group 47 V trending -3636.4 mV/s -> predicted -32.871 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,48,3.4724,2.5000,Group 48 V trending -3798.5 mV/s -> predicted -34.513 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,49,3.4962,2.5000,Group 49 V trending -3632.8 mV/s -> predicted -32.832 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,50,3.5063,2.5000,Group 50 V trending -3529.6 mV/s -> predicted -31.790 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,51,3.4394,2.5000,Group 51 V trending -4086.9 mV/s -> predicted -37.430 V in 10s (ETA 0.2s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,52,3.4931,2.5000,Group 52 V trending -3631.0 mV/s -> predicted -32.817 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,53,3.4476,2.5000,Group 53 V trending -4064.2 mV/s -> predicted -37.194 V in 10s (ETA 0.2s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,54,3.4675,2.5000,Group 54 V trending -3953.3 mV/s -> predicted -36.066 V in 10s (ETA 0.2s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,55,3.4844,2.5000,Group 55 V trending -3701.3 mV/s -> predicted -33.529 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,56,3.4412,2.5000,Group 56 V trending -4130.5 mV/s -> predicted -37.863 V in 10s (ETA 0.2s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,57,3.4929,2.5000,Group 57 V trending -3706.1 mV/s -> predicted -33.568 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,58,3.5154,2.5000,Group 58 V trending -3449.4 mV/s -> predicted -30.979 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,59,3.4876,2.5000,Group 59 V trending -3724.0 mV/s -> predicted -33.753 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,60,3.5315,2.5000,Group 60 V trending -3273.2 mV/s -> predicted -29.200 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,61,3.4884,2.5000,Group 61 V trending -3686.6 mV/s -> predicted -33.378 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,62,3.5303,2.5000,Group 62 V trending -3311.5 mV/s -> predicted -29.584 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,63,3.4647,2.5000,Group 63 V trending -3884.7 mV/s -> predicted -35.382 V in 10s (ETA 0.2s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,64,3.4441,2.5000,Group 64 V trending -4063.2 mV/s -> predicted -37.188 V in 10s (ETA 0.2s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,65,3.5026,2.5000,Group 65 V trending -3619.3 mV/s -> predicted -32.691 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,66,3.4778,2.5000,Group 66 V trending -3767.5 mV/s -> predicted -34.198 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,67,3.4851,2.5000,Group 67 V trending -3663.2 mV/s -> predicted -33.147 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,68,3.4822,2.5000,Group 68 V trending -3706.5 mV/s -> predicted -33.583 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,69,3.4824,2.5000,Group 69 V trending -3764.0 mV/s -> predicted -34.158 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,70,3.4653,2.5000,Group 70 V trending -3884.3 mV/s -> predicted -35.377 V in 10s (ETA 0.2s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,71,3.4648,2.5000,Group 71 V trending -3852.3 mV/s -> predicted -35.058 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,72,3.4161,2.5000,Group 72 V trending -4326.7 mV/s -> predicted -39.850 V in 10s (ETA 0.2s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,73,3.4922,2.5000,Group 73 V trending -3600.6 mV/s -> predicted -32.514 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,74,3.4567,2.5000,Group 74 V trending -3975.2 mV/s -> predicted -36.295 V in 10s (ETA 0.2s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,75,3.5029,2.5000,Group 75 V trending -3586.0 mV/s -> predicted -32.358 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,76,3.4616,2.5000,Group 76 V trending -3887.1 mV/s -> predicted -35.409 V in 10s (ETA 0.2s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,77,3.4843,2.5000,Group 77 V trending -3721.2 mV/s -> predicted -33.727 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,78,3.4899,2.5000,Group 78 V trending -3705.3 mV/s -> predicted -33.563 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,79,3.4748,2.5000,Group 79 V trending -3742.4 mV/s -> predicted -33.949 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,80,3.4720,2.5000,Group 80 V trending -3844.3 mV/s -> predicted -34.971 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,81,3.4640,2.5000,Group 81 V trending -3866.2 mV/s -> predicted -35.198 V in 10s (ETA 0.2s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,82,3.5140,2.5000,Group 82 V trending -3484.3 mV/s -> predicted -31.329 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,83,3.4822,2.5000,Group 83 V trending -3719.4 mV/s -> predicted -33.711 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,84,3.4498,2.5000,Group 84 V trending -4066.2 mV/s -> predicted -37.212 V in 10s (ETA 0.2s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,85,3.4802,2.5000,Group 85 V trending -3770.3 mV/s -> predicted -34.223 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,86,3.4744,2.5000,Group 86 V trending -3819.5 mV/s -> predicted -34.721 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,87,3.4696,2.5000,Group 87 V trending -3823.2 mV/s -> predicted -34.763 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,88,3.4928,2.5000,Group 88 V trending -3665.1 mV/s -> predicted -33.159 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,89,3.4839,2.5000,Group 89 V trending -3724.2 mV/s -> predicted -33.758 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,90,3.5276,2.5000,Group 90 V trending -3374.9 mV/s -> predicted -30.221 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,91,3.4763,2.5000,Group 91 V trending -3795.9 mV/s -> predicted -34.483 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,92,3.4678,2.5000,Group 92 V trending -3876.7 mV/s -> predicted -35.299 V in 10s (ETA 0.2s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,93,3.5066,2.5000,Group 93 V trending -3530.8 mV/s -> predicted -31.801 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,94,3.5408,2.5000,Group 94 V trending -3264.9 mV/s -> predicted -29.108 V in 10s (ETA 0.3s)
1773108364.136207,2026-03-09T22:06:04.136,PRED_UV,PREDICTIVE,95,3.4973,2.5000,Group 95 V trending -3571.3 mV/s -> predicted -32.216 V in 10s (ETA 0.3s)
1773108364.2513711,2026-03-09T22:06:04.251,ISOLATION,CRITICAL,,0.0988,0.2000,Isolation resistance 98.8 kOhm < 200 kOhm minimum
